scenario_id,behavioral_family,chat_id,turn_number,user_message,expected_behavior,actual_parsed_state,actual_active_state,response_summary,returned_product_ids,hard_constraints,soft_preferences,pass_status,failure_category,diagnostic_notes,http_status,elapsed_seconds,product_price_evidence
S044,CHAT_RELOAD,132,1,Show me black Nike shoes under $80.,Reselecting the same chat restores its own active state and a separate chat remains independent.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [""black""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 80.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes from Nike in black under $80"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: Shoes - Brand: Nike - Colour: black - Maximum price: $80  I found 3 exact matches. I did not add unrelated products to reach 10 recommendations.  To see more results, you can increase the maximum budget, allow additional colours, or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B08XX28VQ9"", ""B0B2TB19C3"", ""B0090HCJOY""]","{""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [""black""], ""maximum_price"": 80.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,3.944071,"[{""product_id"": ""B08XX28VQ9"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0B2TB19C3"", ""numeric_db_price"": 78.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0090HCJOY"", ""numeric_db_price"": 62.45, ""reconstructed_card_price"": null, ""price_display"": null}]"
S044,CHAT_RELOAD,132,2,Reload this chat.,Reselecting the same chat restores its own active state and a separate chat remains independent.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [""black""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 80.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes from Nike in black under $80"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I updated your previous shopping request.  - Product: Shoes - Brand: Nike - Colour: black - Maximum price: $80  I found 3 exact matches. I did not add unrelated products to reach 10 recommendations.  To see more results, you can increase the maximum budget, allow additional colours, or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B08XX28VQ9"", ""B0B2TB19C3"", ""B0090HCJOY""]","{""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [""black""], ""maximum_price"": 80.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,4.298864,"[{""product_id"": ""B08XX28VQ9"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0B2TB19C3"", ""numeric_db_price"": 78.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0090HCJOY"", ""numeric_db_price"": 62.45, ""reconstructed_card_price"": null, ""price_display"": null}]"
S045,PROFILE_PREFERENCE_VS_HARD,133,1,I like Nike.,Profile Nike may influence ranking but must not become a hard brand constraint unless explicitly requested; adidas must override it.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07RJTN4CS"", ""B01D3MS79W"", ""B0753J399N"", ""B06Y4CJVQY"", ""B07KR1Z9DC"", ""B01HZR3P02"", ""B07KR17QXS"", ""B07KQZWY97"", ""B078H9Z1S5"", ""B01MRC85DW""]","{""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,PROFILE_PERSONALIZATION,'I like Nike' was treated as a current hard shopping filter and no saved preference row was created.,200,1.507168,"[{""product_id"": ""B07RJTN4CS"", ""numeric_db_price"": 74.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01D3MS79W"", ""numeric_db_price"": 29.76, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0753J399N"", ""numeric_db_price"": 44.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B06Y4CJVQY"", ""numeric_db_price"": 21.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KR1Z9DC"", ""numeric_db_price"": 13.85, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01HZR3P02"", ""numeric_db_price"": 99.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KR17QXS"", ""numeric_db_price"": 15.98, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KQZWY97"", ""numeric_db_price"": 14.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B078H9Z1S5"", ""numeric_db_price"": 103.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MRC85DW"", ""numeric_db_price"": 73.93, ""reconstructed_card_price"": null, ""price_display"": null}]"
S045,PROFILE_PREFERENCE_VS_HARD,133,2,Show me red t-shirts.,Profile Nike may influence ranking but must not become a hard brand constraint unless explicitly requested; adidas must override it.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""Nike""], ""colors"": [""red""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""T-Shirts Shirts from Nike in red"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I updated your previous shopping request.  - Product: T-Shirts, Shirts - Brand: Nike - Colour: red - Maximum price: flexible  I found 1 exact match. I did not add unrelated products to reach 10 recommendations.  To see more results, you can allow additional colours or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B06Y4BVY5P""]","{""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""Nike""], ""colors"": [""red""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,STATE_MEMORY,Nike persisted as a hard active-chat constraint; the audit profile contained no saved Nike preference.,200,4.334192,"[{""product_id"": ""B06Y4BVY5P"", ""numeric_db_price"": 25.98, ""reconstructed_card_price"": null, ""price_display"": null}]"
S045,PROFILE_PREFERENCE_VS_HARD,133,3,Show me watches.,Profile Nike may influence ranking but must not become a hard brand constraint unless explicitly requested; adidas must override it.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Watches""], ""brands"": [""Nike""], ""colors"": [""red""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Watches from Nike in red"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I updated your previous shopping request.  - Product: Watches - Brand: Nike - Colour: red - Maximum price: flexible  I found no exact matches satisfying all of these constraints. I did not add unrelated products.  To see more results, you can allow additional colours or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.",[],"{""categories"": [""Watches""], ""brands"": [""Nike""], ""colors"": [""red""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,STATE_MEMORY,Nike persisted as a hard active-chat constraint; the audit profile contained no saved Nike preference.,200,3.421304,[]
S045,PROFILE_PREFERENCE_VS_HARD,133,4,Show me adidas t-shirts.,Profile Nike may influence ranking but must not become a hard brand constraint unless explicitly requested; adidas must override it.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""adidas""], ""colors"": [""red""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""T-Shirts Shirts from adidas in red"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I updated your previous shopping request.  - Product: T-Shirts, Shirts - Brand: adidas - Colour: red - Maximum price: flexible  I found no exact matches satisfying all of these constraints. I did not add unrelated products.  To see more results, you can allow additional colours or allow additional brands.  Prices are historical dataset prices and may differ from current Amazon prices.",[],"{""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""adidas""], ""colors"": [""red""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,4.025251,[]
S046,TYPO_CASUAL_LANGUAGE,134,1,show me adiddas tshirts,Understand likely adidas t-shirts typo or clearly request clarification.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""T-Shirts Shirts"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: T-Shirts, Shirts - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B07TVHSDMQ"", ""B0BZDLXKTS"", ""B08R8W8GP9"", ""B09DPVPZHY"", ""B07QN1V2LF"", ""B07T7RFKSR"", ""B0C2D3BMC8"", ""B0C4HS52X9"", ""B09Y3V1P78"", ""B07KCN4G6T""]","{""categories"": [""T-Shirts"", ""Shirts""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,PARSER,Casual/typo intent missing: adidas,200,2.00689,"[{""product_id"": ""B07TVHSDMQ"", ""numeric_db_price"": 17.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BZDLXKTS"", ""numeric_db_price"": 21.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08R8W8GP9"", ""numeric_db_price"": 23.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09DPVPZHY"", ""numeric_db_price"": 17.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07QN1V2LF"", ""numeric_db_price"": 25.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07T7RFKSR"", ""numeric_db_price"": 19.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C2D3BMC8"", ""numeric_db_price"": 14.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C4HS52X9"", ""numeric_db_price"": 21.33, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09Y3V1P78"", ""numeric_db_price"": 18.75, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KCN4G6T"", ""numeric_db_price"": 38.3, ""reconstructed_card_price"": null, ""price_display"": null}]"
S047,TYPO_CASUAL_LANGUAGE,135,1,need some black kicks,Understand black shoes from casual wording.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": null, ""memory_version"": ""active_request_memory_v1"", ""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""need some black kicks"", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 251}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",What type of product are you looking for?,[],"{""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""need some black kicks"", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 251}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,PARSER,Casual/typo intent missing: shoe,200,1.000513,[]
S048,TYPO_CASUAL_LANGUAGE,136,1,something below 80 bucks,Understand maximum budget 80 and request/retain an appropriate product goal.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": null, ""memory_version"": ""active_request_memory_v1"", ""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""something below 80 bucks"", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 252}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",What type of product are you looking for?,[],"{""_pending_conversation_state"": {""bridge_version"": ""chat_pending_bridge_v1"", ""profile_id"": ""account_10_7c280d1d4b3d"", ""pending_request_text"": ""something below 80 bucks"", ""pending_question"": ""What type of product are you looking for?"", ""pending_field"": ""product_type"", ""source_session_id"": 252}, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PARTIAL,PARSER,"The engine asked for product type, but maximum_price was not active yet; the raw pending request retained '80 bucks'.",200,0.65464,[]
S049,TYPO_CASUAL_LANGUAGE,137,1,nike sneekers,Understand Nike sneakers typo.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07RJTN4CS"", ""B01D3MS79W"", ""B0753J399N"", ""B06Y4CJVQY"", ""B07KR1Z9DC"", ""B01HZR3P02"", ""B07KR17QXS"", ""B07KQZWY97"", ""B078H9Z1S5"", ""B01MRC85DW""]","{""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,PARSER,Casual/typo intent missing: sneaker,200,1.40579,"[{""product_id"": ""B07RJTN4CS"", ""numeric_db_price"": 74.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01D3MS79W"", ""numeric_db_price"": 29.76, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0753J399N"", ""numeric_db_price"": 44.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B06Y4CJVQY"", ""numeric_db_price"": 21.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KR1Z9DC"", ""numeric_db_price"": 13.85, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01HZR3P02"", ""numeric_db_price"": 99.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KR17QXS"", ""numeric_db_price"": 15.98, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KQZWY97"", ""numeric_db_price"": 14.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B078H9Z1S5"", ""numeric_db_price"": 103.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MRC85DW"", ""numeric_db_price"": 73.93, ""reconstructed_card_price"": null, ""price_display"": null}]"
S050,TYPO_CASUAL_LANGUAGE,138,1,cheap tshirts pls,Understand t-shirts and useful low-price intent.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""T-Shirts Shirts"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I understood your shopping request.  - Product: T-Shirts, Shirts - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B07TVHSDMQ"", ""B0BZDLXKTS"", ""B08R8W8GP9"", ""B09DPVPZHY"", ""B07QN1V2LF"", ""B07T7RFKSR"", ""B0C2D3BMC8"", ""B0C4HS52X9"", ""B09Y3V1P78"", ""B07KCN4G6T""]","{""categories"": [""T-Shirts"", ""Shirts""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.536862,"[{""product_id"": ""B07TVHSDMQ"", ""numeric_db_price"": 17.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BZDLXKTS"", ""numeric_db_price"": 21.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08R8W8GP9"", ""numeric_db_price"": 23.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09DPVPZHY"", ""numeric_db_price"": 17.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07QN1V2LF"", ""numeric_db_price"": 25.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07T7RFKSR"", ""numeric_db_price"": 19.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C2D3BMC8"", ""numeric_db_price"": 14.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C4HS52X9"", ""numeric_db_price"": 21.33, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09Y3V1P78"", ""numeric_db_price"": 18.75, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07KCN4G6T"", ""numeric_db_price"": 38.3, ""reconstructed_card_price"": null, ""price_display"": null}]"
S051,SHOW_MORE,139,1,Show me Nike shoes.,Continue discovery without simply repeating the identical product set.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Shoes - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07RJTN4CS"", ""B01D3MS79W"", ""B0753J399N"", ""B01HZR3P02"", ""B078H9Z1S5"", ""B01MRC85DW"", ""B08XX28VQ9"", ""B00P927FTI"", ""B01LWRFXMD"", ""B01MUHRR8I""]","{""categories"": [""Shoes""], ""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.319583,"[{""product_id"": ""B07RJTN4CS"", ""numeric_db_price"": 74.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01D3MS79W"", ""numeric_db_price"": 29.76, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0753J399N"", ""numeric_db_price"": 44.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01HZR3P02"", ""numeric_db_price"": 99.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B078H9Z1S5"", ""numeric_db_price"": 103.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MRC85DW"", ""numeric_db_price"": 73.93, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08XX28VQ9"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00P927FTI"", ""numeric_db_price"": 105.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01LWRFXMD"", ""numeric_db_price"": 197.5, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MUHRR8I"", ""numeric_db_price"": 69.95, ""reconstructed_card_price"": null, ""price_display"": null}]"
S051,SHOW_MORE,139,2,Show me more.,Continue discovery without simply repeating the identical product set.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Shoes - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07RJTN4CS"", ""B01D3MS79W"", ""B0753J399N"", ""B01HZR3P02"", ""B078H9Z1S5"", ""B01MRC85DW"", ""B08XX28VQ9"", ""B00P927FTI"", ""B01LWRFXMD"", ""B01MUHRR8I""]","{""categories"": [""Shoes""], ""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,CONVERSATION_RESPONSE,Identical product IDs repeated.,200,2.123251,"[{""product_id"": ""B07RJTN4CS"", ""numeric_db_price"": 74.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01D3MS79W"", ""numeric_db_price"": 29.76, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0753J399N"", ""numeric_db_price"": 44.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01HZR3P02"", ""numeric_db_price"": 99.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B078H9Z1S5"", ""numeric_db_price"": 103.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MRC85DW"", ""numeric_db_price"": 73.93, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08XX28VQ9"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00P927FTI"", ""numeric_db_price"": 105.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01LWRFXMD"", ""numeric_db_price"": 197.5, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MUHRR8I"", ""numeric_db_price"": 69.95, ""reconstructed_card_price"": null, ""price_display"": null}]"
S052,SHOW_MORE,140,1,Show me watches under $100.,Continue discovery without simply repeating the identical product set.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Watches""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 100.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Watches under $100"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Watches - Maximum price: $100  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0BG65PQ9F"", ""B071D37SF9"", ""B01M636GNK"", ""B01I9OMC2C"", ""B08X2X5YN5"", ""B000GAYQKY"", ""B01M4I8D07"", ""B09S4VHC1B"", ""B001AWZDA4"", ""B01AYFTRJA""]","{""categories"": [""Watches""], ""maximum_price"": 100.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,1.759682,"[{""product_id"": ""B0BG65PQ9F"", ""numeric_db_price"": 63.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B071D37SF9"", ""numeric_db_price"": 22.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M636GNK"", ""numeric_db_price"": 36.4, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01I9OMC2C"", ""numeric_db_price"": 37.73, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08X2X5YN5"", ""numeric_db_price"": 13.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B000GAYQKY"", ""numeric_db_price"": 52.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01M4I8D07"", ""numeric_db_price"": 32.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09S4VHC1B"", ""numeric_db_price"": 49.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B001AWZDA4"", ""numeric_db_price"": 21.92, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01AYFTRJA"", ""numeric_db_price"": 19.99, ""reconstructed_card_price"": null, ""price_display"": null}]"
